label,side,time,regime,train_edge,test_edge,test_wr,test_freq,test_n,consistency,decay_pct,validated,note
vwma_xup & macd<0 & price>ema21,long,all,all,0.1748,0.12,0.45,3.43,423,1.541,31.3,True,long | all/all | WR 45% at 3.4/day
morning & cci<0 & bullish_di,short,all,all,0.1265,0.1601,0.44,3.48,430,1.533,-26.6,True,short | all/all | WR 44% at 3.5/day
price<ema9 & price>ema21 & macd_xdn,long,all,all,0.1638,0.0792,0.426,3.56,439,1.517,51.7,True,long | all/all | WR 43% at 3.6/day
afternoon & cci<0 & macd<0,long,all,all,0.1362,0.1099,0.41,3.68,454,1.509,19.3,True,long | all/all | WR 41% at 3.7/day
morning & cci<0 & price>ema21,short,all,all,0.119,0.0751,0.411,3.65,450,1.498,36.8,True,short | all/all | WR 41% at 3.6/day
ema21>50 & cci<0 & macd_xdn,long,all,all,0.2036,0.157,0.426,3.48,429,1.482,22.9,True,long | all/all | WR 43% at 3.5/day
lunch & rsi50_xdn,long,all,all,0.114,0.0517,0.389,3.79,468,1.477,54.6,True,long | all/all | WR 39% at 3.8/day
morning & cci<0 & macd<0,long,all,all,0.0817,0.0755,0.416,3.53,435,1.467,7.6,True,long | all/all | WR 42% at 3.5/day
lunch & cci>0 & price>ema21,short,all,all,0.1323,0.089,0.426,3.44,424,1.465,32.7,True,short | all/all | WR 43% at 3.4/day
morning & vwma9>21 & vwma_xup,long,all,all,0.062,0.0597,0.446,3.27,404,1.461,3.8,True,long | all/all | WR 45% at 3.3/day
after_30m & morning & vwma_xup,long,all,all,0.062,0.0597,0.446,3.27,404,1.461,3.8,True,long | all/all | WR 45% at 3.3/day
morning & vwma_xup,long,all,all,0.062,0.0597,0.446,3.27,404,1.461,3.8,True,long | all/all | WR 45% at 3.3/day
power_hour & rsi50_xdn,long,all,all,0.1369,0.1108,0.4,3.65,450,1.458,19.1,True,long | all/all | WR 40% at 3.6/day
afternoon & below_kcl & macd<0,long,all,all,0.183,0.1562,0.44,3.31,408,1.456,14.6,True,long | all/all | WR 44% at 3.3/day
afternoon & cci<0 & bullish_di,long,all,all,0.1548,0.0708,0.382,3.81,470,1.454,54.3,True,long | all/all | WR 38% at 3.8/day
after_30m & lunch & bullish_di,long,all,all,0.1368,0.1469,0.45,3.22,397,1.448,-7.4,True,long | all/all | WR 45% at 3.2/day
lunch & bullish_di,long,all,all,0.1368,0.1469,0.45,3.22,397,1.448,-7.4,True,long | all/all | WR 45% at 3.2/day
morning & cci>0 & macd<0,long,all,all,0.1104,0.0894,0.442,3.27,404,1.447,19.1,True,long | all/all | WR 44% at 3.3/day
morning & vwma9>21 & macd_xdn,long,all,all,0.1118,0.1525,0.432,3.35,413,1.446,-36.3,True,long | all/all | WR 43% at 3.4/day
cci<0 & lunch,long,all,all,0.1209,0.1804,0.446,3.23,399,1.443,-49.2,True,long | all/all | WR 45% at 3.2/day
after_30m & cci<0 & lunch,long,all,all,0.1209,0.1804,0.446,3.23,399,1.443,-49.2,True,long | all/all | WR 45% at 3.2/day
morning & cci>100 & ema21>50,long,all,all,0.0856,0.058,0.433,3.33,411,1.442,32.2,True,long | all/all | WR 43% at 3.3/day
afternoon & below_kcl & rsi<40,long,all,all,0.217,0.1104,0.414,3.46,427,1.433,49.1,True,long | all/all | WR 41% at 3.5/day
power_hour & vwma9>21 & price<ema9,long,all,all,0.1806,0.1483,0.426,3.36,415,1.432,17.9,True,long | all/all | WR 43% at 3.4/day
power_hour & price<ema9 & bullish_di,long,all,all,0.1621,0.1101,0.417,3.42,422,1.425,32.1,True,long | all/all | WR 42% at 3.4/day
lunch & bullish_di & price>ema21,long,all,all,0.1299,0.1241,0.429,3.31,408,1.419,4.5,True,long | all/all | WR 43% at 3.3/day
cci>0 & macd<0 & price<ema9,long,all,all,0.175,0.1841,0.442,3.18,392,1.405,-5.2,True,long | all/all | WR 44% at 3.2/day
morning & below_kcl & macd<0,long,all,all,0.1165,0.1067,0.438,3.19,394,1.4,8.4,True,long | all/all | WR 44% at 3.2/day
power_hour & price<ema21,long,all,all,0.133,0.0917,0.398,3.5,432,1.393,31.1,True,long | all/all | WR 40% at 3.5/day
ema21<50,short,all,all,0.0906,0.0769,0.39,3.55,438,1.386,15.1,True,short | all/all | WR 39% at 3.5/day
vwma_xup & bearish_di,long,all,all,0.1232,0.1162,0.44,3.14,388,1.384,5.7,True,long | all/all | WR 44% at 3.1/day
cci>100 & ema9_xup,long,all,all,0.1867,0.0932,0.44,3.14,388,1.383,50.1,True,long | all/all | WR 44% at 3.1/day
morning & ema21>50 & cci<0,long,all,all,0.0879,0.0526,0.414,3.33,411,1.379,40.1,True,long | all/all | WR 41% at 3.3/day
afternoon & cci>0 & macd<0,short,all,all,0.1728,0.0898,0.413,3.31,409,1.37,48.0,True,short | all/all | WR 41% at 3.3/day
power_hour & cci>0 & price>ema21,long,all,all,0.1011,0.0951,0.423,3.24,400,1.37,6.0,True,long | all/all | WR 42% at 3.2/day
morning & price>vwap,long,all,all,0.1502,0.0819,0.441,3.1,383,1.368,45.5,True,long | all/all | WR 44% at 3.1/day
above_kcu & price<vwap,short,all,all,0.1013,0.1081,0.419,3.24,400,1.359,-6.7,True,short | all/all | WR 42% at 3.2/day
ema21>50 & lunch & price<ema9,long,all,all,0.1732,0.0755,0.432,3.14,387,1.355,56.4,True,long | all/all | WR 43% at 3.1/day
below_kcl & rsi<25 & below_bbl,long,all,all,0.1143,0.0511,0.393,3.42,422,1.345,55.3,True,long | all/all | WR 39% at 3.4/day
rsi<25 & below_bbl,long,all,all,0.1169,0.0511,0.393,3.42,422,1.345,56.3,True,long | all/all | WR 39% at 3.4/day
rsi<25 & below_bbl & rsi<40,long,all,all,0.1169,0.0511,0.393,3.42,422,1.345,56.3,True,long | all/all | WR 39% at 3.4/day
rsi<25 & below_bbl & price<ema9,long,all,all,0.1169,0.0511,0.393,3.42,422,1.345,56.3,True,long | all/all | WR 39% at 3.4/day
rsi<25 & below_bbl & cci<0,long,all,all,0.1169,0.0511,0.393,3.42,422,1.345,56.3,True,long | all/all | WR 39% at 3.4/day
lunch & cci>0 & bullish_di,long,all,all,0.1192,0.143,0.436,3.06,378,1.337,-20.0,True,long | all/all | WR 44% at 3.1/day
below_bbl & ema21>50 & macd<0,long,all,all,0.1353,0.2233,0.458,2.91,359,1.333,-65.1,True,long | all/all | WR 46% at 2.9/day
power_hour & macd<0 & price<ema9,long,all,all,0.2472,0.1804,0.418,3.18,393,1.331,27.0,True,long | all/all | WR 42% at 3.2/day
afternoon & ema21>50 & macd_xdn,long,all,all,0.1661,0.0886,0.429,3.1,383,1.331,46.7,True,long | all/all | WR 43% at 3.1/day
afternoon & ema9>21,long,all,all,0.1826,0.1097,0.437,3.04,375,1.329,39.9,True,long | all/all | WR 44% at 3.0/day
vwma9>21 & cci<-100,long,all,all,0.1933,0.2468,0.466,2.84,351,1.326,-27.6,True,long | all/all | WR 47% at 2.8/day
lunch & bb_pct>80,long,all,all,0.1779,0.1193,0.439,3.01,372,1.323,32.9,True,long | all/all | WR 44% at 3.0/day
vwma9>21 & rsi<40,long,all,all,0.1578,0.0808,0.401,3.28,405,1.317,48.8,True,long | all/all | WR 40% at 3.3/day
power_hour & cci>0 & price<ema9,long,all,all,0.1888,0.1378,0.429,3.06,378,1.314,27.0,True,long | all/all | WR 43% at 3.1/day
morning & ema9>21,short,all,all,0.0659,0.1104,0.431,3.05,376,1.312,-67.4,True,short | all/all | WR 43% at 3.0/day
lunch & cci>0,short,all,all,0.1238,0.0637,0.413,3.17,391,1.308,48.6,True,short | all/all | WR 41% at 3.2/day
after_30m & lunch & cci>0,short,all,all,0.1238,0.0637,0.413,3.17,391,1.308,48.6,True,short | all/all | WR 41% at 3.2/day
cci>100 & cci>0 & macd<0,long,all,all,0.1776,0.0745,0.405,3.23,398,1.307,58.1,True,long | all/all | WR 40% at 3.2/day
cci>100 & macd<0,long,all,all,0.1776,0.0745,0.405,3.23,398,1.307,58.1,True,long | all/all | WR 40% at 3.2/day
cci>100 & macd<0 & price>ema21,long,all,all,0.1796,0.076,0.405,3.23,398,1.307,57.7,True,long | all/all | WR 40% at 3.2/day
lunch & bearish_di,short,all,all,0.0874,0.1638,0.427,3.06,377,1.306,-87.4,True,short | all/all | WR 43% at 3.1/day
vwma9>21 & cci<0 & rsi<40,long,all,all,0.1719,0.1102,0.413,3.14,388,1.299,35.9,True,long | all/all | WR 41% at 3.1/day
morning & price<vwap,long,all,all,0.0704,0.0776,0.425,3.01,372,1.28,-10.3,True,long | all/all | WR 42% at 3.0/day
morning & ema21>50 & macd_xdn,long,all,all,0.1841,0.1928,0.443,2.89,356,1.277,-4.7,True,long | all/all | WR 44% at 2.9/day
vwma9>21 & rsi<40 & price<ema9,long,all,all,0.1491,0.0661,0.397,3.21,396,1.275,55.7,True,long | all/all | WR 40% at 3.2/day
cci<0 & bullish_di & price>ema21,short,all,all,0.0873,0.1024,0.431,2.96,365,1.274,-17.4,True,short | all/all | WR 43% at 3.0/day
lunch & macd<0 & price<ema9,long,all,all,0.0897,0.1708,0.454,2.8,346,1.274,-90.3,True,long | all/all | WR 45% at 2.8/day
afternoon & macd<0 & bullish_di,long,all,all,0.1157,0.1341,0.398,3.19,394,1.272,-15.9,True,long | all/all | WR 40% at 3.2/day
after_30m & rsi<25 & below_bbl,long,all,all,0.1363,0.079,0.401,3.14,388,1.26,42.0,True,long | all/all | WR 40% at 3.1/day
power_hour & bullish_di & price>ema21,long,all,all,0.1538,0.0783,0.391,3.21,396,1.256,49.1,True,long | all/all | WR 39% at 3.2/day
power_hour & after_30m & bullish_di,long,all,all,0.1513,0.0951,0.396,3.15,389,1.249,37.1,True,long | all/all | WR 40% at 3.1/day
power_hour & bullish_di,long,all,all,0.1513,0.0951,0.396,3.15,389,1.249,37.1,True,long | all/all | WR 40% at 3.1/day
morning & vwma_xup & cci>0,long,all,all,0.062,0.0854,0.458,2.71,335,1.244,-37.9,True,long | all/all | WR 46% at 2.7/day
lunch & rsi<40 & price<ema9,long,all,all,0.1072,0.1309,0.431,2.88,355,1.241,-22.1,True,long | all/all | WR 43% at 2.9/day
macd_xdn & rsi50_xdn,long,all,all,0.1655,0.0803,0.4,3.1,382,1.238,51.5,True,long | all/all | WR 40% at 3.1/day
power_hour & cci<-100,long,all,all,0.1908,0.2502,0.461,2.68,331,1.236,-31.1,True,long | all/all | WR 46% at 2.7/day
rsi<25 & below_bbl & macd<0,short,all,all,0.0901,0.1336,0.378,3.27,403,1.235,-48.2,True,short | all/all | WR 38% at 3.3/day
power_hour & after_30m & cci>0,short,all,all,0.0957,0.0749,0.397,3.09,381,1.227,21.7,True,short | all/all | WR 40% at 3.1/day
power_hour & cci>0,short,all,all,0.0957,0.0749,0.397,3.09,381,1.227,21.7,True,short | all/all | WR 40% at 3.1/day
after_30m & cci>100 & macd<0,long,all,all,0.1752,0.0832,0.409,3.0,370,1.225,52.5,True,long | all/all | WR 41% at 3.0/day
power_hour & after_30m & cci<0,long,all,all,0.2309,0.1146,0.398,3.07,379,1.223,50.4,True,long | all/all | WR 40% at 3.1/day
power_hour & cci<0,long,all,all,0.2309,0.1146,0.398,3.07,379,1.223,50.4,True,long | all/all | WR 40% at 3.1/day
afternoon & vwma9>21 & ema21>50,long,all,all,0.1424,0.081,0.435,2.8,345,1.217,43.1,True,long | all/all | WR 44% at 2.8/day
vwma9>21 & lunch & price>ema21,short,all,all,0.1541,0.1025,0.435,2.77,342,1.206,33.5,True,short | all/all | WR 44% at 2.8/day
after_30m & morning & below_bbl,long,all,all,0.1429,0.1646,0.425,2.82,348,1.199,-15.2,True,long | all/all | WR 42% at 2.8/day
morning & below_bbl,long,all,all,0.1429,0.1646,0.425,2.82,348,1.199,-15.2,True,long | all/all | WR 42% at 2.8/day
morning & below_bbl & price<ema9,long,all,all,0.1429,0.1646,0.425,2.82,348,1.199,-15.2,True,long | all/all | WR 42% at 2.8/day
morning & below_bbl & cci<0,long,all,all,0.1429,0.1646,0.425,2.82,348,1.199,-15.2,True,long | all/all | WR 42% at 2.8/day
morning & vwma_xup & price>ema21,long,all,all,0.0695,0.0953,0.471,2.54,313,1.195,-37.2,True,long | all/all | WR 47% at 2.5/day
after_30m & lunch & rsi<40,long,all,all,0.0938,0.1385,0.434,2.73,337,1.186,-47.6,True,long | all/all | WR 43% at 2.7/day
lunch & rsi<40,long,all,all,0.0938,0.1385,0.434,2.73,337,1.186,-47.6,True,long | all/all | WR 43% at 2.7/day
morning & below_kcl & below_bbl,long,all,all,0.146,0.274,0.463,2.56,316,1.185,-87.7,True,long | all/all | WR 46% at 2.6/day
after_30m & vwma9>21 & rsi<40,long,all,all,0.1541,0.117,0.412,2.87,354,1.181,24.1,True,long | all/all | WR 41% at 2.9/day
cci<0 & lunch & rsi<40,long,all,all,0.1014,0.1468,0.435,2.69,332,1.17,-44.9,True,long | all/all | WR 44% at 2.7/day
morning & ema9_xup,short,all,all,0.0718,0.1012,0.431,2.7,333,1.163,-40.9,True,short | all/all | WR 43% at 2.7/day
morning & below_bbl & rsi<40,long,all,all,0.1457,0.1997,0.439,2.64,326,1.16,-37.1,True,long | all/all | WR 44% at 2.6/day
bearish_di & bb_pct>80,long,all,all,0.1467,0.1016,0.423,2.71,334,1.146,30.7,True,long | all/all | WR 42% at 2.7/day
power_hour & bb_pct>80,long,all,all,0.1549,0.0803,0.386,2.97,366,1.144,48.1,True,long | all/all | WR 39% at 3.0/day
afternoon & bullish_di & macd_xdn,long,all,all,0.1379,0.0715,0.424,2.7,333,1.143,48.1,True,long | all/all | WR 42% at 2.7/day
morning & cci<0 & macd_xdn,long,all,all,0.1039,0.1747,0.431,2.63,325,1.134,-68.1,True,long | all/all | WR 43% at 2.6/day
afternoon & below_bbl & macd<0,long,all,all,0.1339,0.1419,0.43,2.59,320,1.114,-6.0,True,long | all/all | WR 43% at 2.6/day
morning & vwma9>21 & ema21>50,long,all,all,0.101,0.0779,0.437,2.54,314,1.113,22.9,True,long | all/all | WR 44% at 2.5/day
vwma9>21 & lunch & bullish_di,long,all,all,0.1224,0.0767,0.428,2.58,318,1.104,37.3,True,long | all/all | WR 43% at 2.6/day
afternoon & ema21>50 & rsi<40,long,all,all,0.2566,0.1476,0.412,2.67,329,1.099,42.5,True,long | all/all | WR 41% at 2.7/day
after_30m & morning & macd<0,long,all,all,0.1755,0.1177,0.444,2.46,303,1.09,32.9,True,long | all/all | WR 44% at 2.5/day
morning & macd<0,long,all,all,0.1755,0.1177,0.444,2.46,303,1.09,32.9,True,long | all/all | WR 44% at 2.5/day
afternoon & macd<0,long,all,all,0.1339,0.1525,0.424,2.56,316,1.087,-13.9,True,long | all/all | WR 42% at 2.6/day
afternoon & after_30m & macd<0,long,all,all,0.1339,0.1525,0.424,2.56,316,1.087,-13.9,True,long | all/all | WR 42% at 2.6/day
vwma9>21 & lunch & cci>0,long,all,all,0.0939,0.0882,0.433,2.5,309,1.084,6.1,True,long | all/all | WR 43% at 2.5/day
vwma9>21 & cci>100 & macd<0,long,all,all,0.209,0.0968,0.419,2.54,314,1.067,53.7,True,long | all/all | WR 42% at 2.5/day
ema21>50 & lunch & price>ema21,long,all,all,0.1179,0.1374,0.46,2.32,286,1.066,-16.6,True,long | all/all | WR 46% at 2.3/day
price>ema9 & rsi<35,short,all,all,0.1078,0.0687,0.425,2.5,309,1.064,36.3,True,short | all/all | WR 42% at 2.5/day
cci<0 & bullish_di & macd_xdn,long,all,all,0.2021,0.1903,0.445,2.38,294,1.06,5.8,True,long | all/all | WR 44% at 2.4/day
morning & vwma9>21 & above_bbu,short,all,all,0.0489,0.1474,0.449,2.36,291,1.059,-201.3,True,short | all/all | WR 45% at 2.4/day
morning & bullish_di & macd_xdn,long,all,all,0.1626,0.167,0.437,2.42,299,1.058,-2.7,True,long | all/all | WR 44% at 2.4/day
morning & vwma9>21 & macd<0,long,all,all,0.0358,0.1229,0.454,2.33,287,1.056,-243.3,True,long | all/all | WR 45% at 2.3/day
rsi<40 & price>ema21,short,all,all,0.1764,0.146,0.403,2.61,322,1.053,17.2,True,short | all/all | WR 40% at 2.6/day
bearish_di & ema9_xup,short,all,all,0.113,0.1617,0.426,2.46,304,1.05,-43.1,True,short | all/all | WR 43% at 2.5/day
ema21>50 & lunch & bullish_di,long,all,all,0.1782,0.1762,0.466,2.24,277,1.047,1.1,True,long | all/all | WR 47% at 2.2/day
vwma9>21 & cci<0 & lunch,long,all,all,0.0718,0.1608,0.445,2.35,290,1.045,-124.1,True,long | all/all | WR 44% at 2.4/day
lunch & macd_xdn,long,all,all,0.1246,0.0702,0.422,2.47,305,1.042,43.7,True,long | all/all | WR 42% at 2.5/day
after_30m & lunch & macd_xdn,long,all,all,0.1246,0.0702,0.422,2.47,305,1.042,43.7,True,long | all/all | WR 42% at 2.5/day
rsi<40 & rsi50_xdn,short,all,all,0.0978,0.1868,0.444,2.33,288,1.037,-91.0,True,short | all/all | WR 44% at 2.3/day
power_hour & macd_xdn,long,all,all,0.0936,0.0851,0.423,2.45,302,1.036,9.0,True,long | all/all | WR 42% at 2.5/day
power_hour & after_30m & macd_xdn,long,all,all,0.0936,0.0851,0.423,2.45,302,1.036,9.0,True,long | all/all | WR 42% at 2.5/day
rsi<40 & macd_xdn,long,all,all,0.052,0.1304,0.434,2.37,293,1.031,-151.0,True,long | all/all | WR 43% at 2.4/day
rsi<40 & price<ema9 & macd_xdn,long,all,all,0.0534,0.1304,0.434,2.37,293,1.031,-144.1,True,long | all/all | WR 43% at 2.4/day
cci<0 & rsi<40 & macd_xdn,long,all,all,0.0498,0.1365,0.435,2.35,290,1.022,-174.2,True,long | all/all | WR 44% at 2.4/day
power_hour & vwma9>21 & cci>0,long,all,all,0.2225,0.1168,0.412,2.46,304,1.014,47.5,True,long | all/all | WR 41% at 2.5/day
after_30m & vwma9>21 & lunch,long,all,all,0.0708,0.0737,0.437,2.3,284,1.005,-4.1,True,long | all/all | WR 44% at 2.3/day
vwma9>21 & lunch,long,all,all,0.0708,0.0737,0.437,2.3,284,1.005,-4.1,True,long | all/all | WR 44% at 2.3/day
ema21>50 & lunch & cci>0,long,all,all,0.1822,0.1719,0.476,2.07,256,0.988,5.7,True,long | all/all | WR 48% at 2.1/day
morning & below_bbl & macd<0,long,all,all,0.1567,0.1532,0.412,2.37,293,0.978,2.2,True,long | all/all | WR 41% at 2.4/day
power_hour & vwma9>21 & bullish_di,long,all,all,0.2497,0.1133,0.399,2.44,301,0.974,54.6,True,long | all/all | WR 40% at 2.4/day
afternoon & vwma9>21 & macd<0,long,all,all,0.1953,0.0879,0.41,2.36,291,0.968,55.0,True,long | all/all | WR 41% at 2.4/day
after_30m & rsi<40 & macd_xdn,long,all,all,0.0517,0.1655,0.446,2.16,267,0.965,-220.4,True,long | all/all | WR 45% at 2.2/day
macd_xdn & cci<-100,long,all,all,0.0914,0.0613,0.415,2.32,286,0.963,32.9,True,long | all/all | WR 42% at 2.3/day
power_hour & price<ema9 & price>ema21,long,all,all,0.1211,0.0519,0.417,2.3,284,0.959,57.1,True,long | all/all | WR 42% at 2.3/day
lunch & macd<0 & price>ema21,short,all,all,0.1775,0.1903,0.467,2.03,251,0.95,-7.3,True,short | all/all | WR 47% at 2.0/day
power_hour & price<ema9 & macd_xdn,long,all,all,0.1126,0.081,0.417,2.27,280,0.947,28.1,True,long | all/all | WR 42% at 2.3/day
vwma_xup & price<ema21,long,all,all,0.1448,0.0701,0.407,2.32,286,0.944,51.6,True,long | all/all | WR 41% at 2.3/day
opening_30 & roc5>0,long,all,all,0.1465,0.1135,0.47,2.0,247,0.94,22.5,True,long | all/all | WR 47% at 2.0/day
ema21>50 & cci>0 & macd<0,long,all,all,0.0748,0.0535,0.401,2.34,289,0.939,28.4,True,long | all/all | WR 40% at 2.3/day
afternoon & cci>0 & macd_xdn,long,all,all,0.1482,0.1227,0.448,2.08,257,0.934,17.2,True,long | all/all | WR 45% at 2.1/day
lunch & price<ema9 & macd_xdn,long,all,all,0.1408,0.0908,0.43,2.16,267,0.931,35.5,True,long | all/all | WR 43% at 2.2/day
cci<-100 & ema9>21,long,all,all,0.131,0.0921,0.394,2.35,290,0.927,29.7,True,long | all/all | WR 39% at 2.4/day
power_hour & cci>100 & cci>0,long,all,all,0.2076,0.1306,0.394,2.34,289,0.923,37.1,True,long | all/all | WR 39% at 2.3/day
power_hour & after_30m & cci>100,long,all,all,0.2076,0.1306,0.394,2.34,289,0.923,37.1,True,long | all/all | WR 39% at 2.3/day
power_hour & cci>100,long,all,all,0.2076,0.1306,0.394,2.34,289,0.923,37.1,True,long | all/all | WR 39% at 2.3/day
after_30m & rsi<40 & price>ema21,short,all,all,0.1882,0.1181,0.397,2.33,287,0.923,37.3,True,short | all/all | WR 40% at 2.3/day
power_hour & cci>100 & price>ema21,long,all,all,0.2076,0.1306,0.394,2.34,289,0.923,37.1,True,long | all/all | WR 39% at 2.3/day
lunch & rsi<40 & macd<0,long,all,all,0.0951,0.1269,0.432,2.13,263,0.92,-33.4,True,long | all/all | WR 43% at 2.1/day
power_hour & cci>100 & bullish_di,long,all,all,0.2012,0.1354,0.399,2.29,283,0.915,32.7,True,long | all/all | WR 40% at 2.3/day
lunch & ema9>21,long,all,all,0.1885,0.2145,0.481,1.87,231,0.9,-13.8,True,long | all/all | WR 48% at 1.9/day
cci<0 & lunch & macd<0,long,all,all,0.0916,0.1331,0.449,2.0,247,0.899,-45.4,True,long | all/all | WR 45% at 2.0/day
ema21>50 & cci<0 & lunch,long,all,all,0.1754,0.2296,0.449,2.0,247,0.898,-30.9,True,long | all/all | WR 45% at 2.0/day
vwma9>21 & vwma_xup & price<ema9,long,all,all,0.1478,0.079,0.427,2.08,257,0.89,46.6,True,long | all/all | WR 43% at 2.1/day
vwma_xup & price<ema9,long,all,all,0.1478,0.079,0.427,2.08,257,0.89,46.6,True,long | all/all | WR 43% at 2.1/day
power_hour & vwma9>21 & cci>100,long,all,all,0.226,0.1194,0.395,2.24,276,0.884,47.2,True,long | all/all | WR 40% at 2.2/day
power_hour & cci<0 & macd<0,long,all,all,0.2177,0.1239,0.397,2.2,272,0.875,43.1,True,long | all/all | WR 40% at 2.2/day
after_30m & vwma_xup & price<ema9,long,all,all,0.151,0.0888,0.434,1.99,246,0.865,41.2,True,long | all/all | WR 43% at 2.0/day
power_hour & vwma9>21 & cci<0,long,all,all,0.1689,0.1008,0.386,2.23,275,0.86,40.4,True,long | all/all | WR 39% at 2.2/day
power_hour & ema21>50 & cci>0,long,all,all,0.0718,0.172,0.427,2.01,248,0.859,-139.6,True,long | all/all | WR 43% at 2.0/day
cci<0 & lunch & bullish_di,long,all,all,0.075,0.185,0.447,1.9,234,0.848,-146.6,True,long | all/all | WR 45% at 1.9/day
rsi<25 & price>vwap,long,all,all,0.2973,0.2682,0.463,1.82,225,0.844,9.8,True,long | all/all | WR 46% at 1.8/day
morning & below_kcl & ema21>50,long,all,all,0.1737,0.3226,0.48,1.74,215,0.836,-85.8,True,long | all/all | WR 48% at 1.7/day
lunch & adx>20,short,all,all,0.103,0.1595,0.414,2.01,248,0.833,-54.8,True,short | all/all | WR 41% at 2.0/day
after_30m & above_kcu & macd<0,long,all,all,0.2475,0.1073,0.437,1.9,235,0.832,56.7,True,long | all/all | WR 44% at 1.9/day
below_kcl & cci<0 & lunch,long,all,all,0.1428,0.1317,0.431,1.93,238,0.831,7.8,True,long | all/all | WR 43% at 1.9/day
after_30m & below_kcl & lunch,long,all,all,0.1428,0.1317,0.431,1.93,238,0.831,7.8,True,long | all/all | WR 43% at 1.9/day
below_kcl & lunch,long,all,all,0.1428,0.1317,0.431,1.93,238,0.831,7.8,True,long | all/all | WR 43% at 1.9/day
below_kcl & lunch & price<ema9,long,all,all,0.1428,0.1317,0.431,1.93,238,0.831,7.8,True,long | all/all | WR 43% at 1.9/day
vwma_xup & lunch,short,all,all,0.1075,0.1183,0.453,1.82,225,0.827,-10.0,True,short | all/all | WR 45% at 1.8/day
power_hour & cci<0 & bullish_di,long,all,all,0.2294,0.1208,0.402,2.06,254,0.827,47.3,True,long | all/all | WR 40% at 2.1/day
vwma9>21 & vwma_xup & lunch,short,all,all,0.1075,0.1183,0.453,1.82,225,0.827,-10.0,True,short | all/all | WR 45% at 1.8/day
power_hour & ema21>50 & bullish_di,long,all,all,0.1968,0.2013,0.415,1.99,246,0.827,-2.3,True,long | all/all | WR 42% at 2.0/day
after_30m & vwma_xup & lunch,short,all,all,0.1075,0.1183,0.453,1.82,225,0.827,-10.0,True,short | all/all | WR 45% at 1.8/day
above_kcu & ema9_xup,long,all,all,0.1872,0.1157,0.461,1.79,221,0.825,38.2,True,long | all/all | WR 46% at 1.8/day
morning & cci>0 & macd_xdn,long,all,all,0.1335,0.1224,0.425,1.93,238,0.82,8.3,True,long | all/all | WR 42% at 1.9/day
vwma9>21 & ema21>50 & lunch,long,all,all,0.1543,0.205,0.49,1.67,206,0.819,-32.8,True,long | all/all | WR 49% at 1.7/day
cci<0 & rsi<40 & price>ema21,short,all,all,0.2336,0.1474,0.402,2.03,251,0.817,36.9,True,short | all/all | WR 40% at 2.0/day
cci<0 & lunch & price>ema21,long,all,all,0.0758,0.0764,0.419,1.95,240,0.816,-0.8,True,long | all/all | WR 42% at 1.9/day
power_hour & below_kcl & price<ema9,long,all,all,0.1923,0.1473,0.407,1.99,246,0.811,23.4,True,long | all/all | WR 41% at 2.0/day
power_hour & below_kcl & cci<0,long,all,all,0.1923,0.1473,0.407,1.99,246,0.811,23.4,True,long | all/all | WR 41% at 2.0/day
power_hour & after_30m & below_kcl,long,all,all,0.1923,0.1473,0.407,1.99,246,0.811,23.4,True,long | all/all | WR 41% at 2.0/day
power_hour & below_kcl,long,all,all,0.1923,0.1473,0.407,1.99,246,0.811,23.4,True,long | all/all | WR 41% at 2.0/day
opening_30 & price>vwap,long,all,all,0.151,0.0791,0.479,1.69,208,0.808,47.6,True,long | all/all | WR 48% at 1.7/day
ema21>50 & macd<0 & bullish_di,short,all,all,0.0171,0.1219,0.408,1.97,243,0.804,-614.3,True,short | all/all | WR 41% at 2.0/day
below_kcl & lunch & rsi<40,long,all,all,0.0892,0.1174,0.431,1.86,229,0.799,-31.6,True,long | all/all | WR 43% at 1.9/day
power_hour & adx>20,long,all,all,0.1332,0.0631,0.39,2.04,252,0.796,52.6,True,long | all/all | WR 39% at 2.0/day
above_bbu & ema9_xup,long,all,all,0.2166,0.1595,0.457,1.73,214,0.793,26.4,True,long | all/all | WR 46% at 1.7/day
afternoon & ema21>50 & macd<0,long,all,all,0.1502,0.256,0.451,1.76,217,0.793,-70.4,True,long | all/all | WR 45% at 1.8/day
rsi<25 & ema21>50 & cci<0,long,all,all,0.2336,0.3305,0.479,1.65,204,0.791,-41.5,True,long | all/all | WR 48% at 1.6/day
power_hour & after_30m & below_bbl,long,all,all,0.2424,0.188,0.421,1.87,231,0.789,22.5,True,long | all/all | WR 42% at 1.9/day
power_hour & below_bbl,long,all,all,0.2424,0.188,0.421,1.87,231,0.789,22.5,True,long | all/all | WR 42% at 1.9/day
power_hour & below_bbl & price<ema9,long,all,all,0.2424,0.188,0.421,1.87,231,0.789,22.5,True,long | all/all | WR 42% at 1.9/day
power_hour & below_bbl & cci<0,long,all,all,0.2424,0.188,0.421,1.87,231,0.789,22.5,True,long | all/all | WR 42% at 1.9/day
rsi<25 & ema21>50 & price<ema9,long,all,all,0.233,0.3263,0.476,1.65,203,0.783,-40.1,True,long | all/all | WR 48% at 1.6/day
rsi<25 & ema21>50 & rsi<40,long,all,all,0.2304,0.3185,0.473,1.65,204,0.782,-38.3,True,long | all/all | WR 47% at 1.6/day
